Order Date,Sales,Order Lines
2015-09-05,296.304,2
2015-09-06,100.36,2
2015-09-07,3523.875,25
2015-09-08,14228.428,27
2015-09-09,4043.5879999999997,13
2015-09-10,1855.2279999999998,5
2015-09-11,127.95,1
2015-09-12,4904.66,11
2015-09-13,1275.408,15
2015-09-14,5023.716,19
2015-09-15,133.436,3
2015-09-16,33.552,1
2015-09-17,820.523,14
2015-09-18,0.0,0
2015-09-19,9338.637,9
2015-09-20,5335.968000000001,18
2015-09-21,2679.652,16
2015-09-22,1240.266,8
2015-09-23,10662.337000000001,12
2015-09-24,211.96,1
2015-09-25,354.88880000000006,5
2015-09-26,1326.79,12
2015-09-27,773.4399999999999,3
2015-09-28,490.29200000000003,4
2015-09-29,8109.07,19
2015-09-30,987.532,6
2015-10-01,4.71,1
2015-10-02,598.144,7
2015-10-03,862.683,13
2015-10-04,728.7479999999999,4
2015-10-05,191.9,2
2015-10-06,494.71,4
2015-10-07,237.35999999999999,2
2015-10-08,147.392,2
2015-10-09,249.35999999999999,3
2015-10-10,2049.386,10
2015-10-11,1381.164,9
2015-10-12,58.53,3
2015-10-13,2212.182,11
2015-10-14,4525.484,10
2015-10-15,206.72400000000002,3
2015-10-16,194.322,2
2015-10-17,136.068,3
2015-10-18,3134.916,9
2015-10-19,641.104,7
2015-10-20,1501.104,8
2015-10-21,1356.602,6
2015-10-22,223.808,2
2015-10-23,0.0,0
2015-10-24,56.49,3
2015-10-25,103.882,3
2015-10-26,447.88,2
2015-10-27,22.32,2
2015-10-28,1510.5819999999999,6
2015-10-29,2813.8120000000004,3
2015-10-30,0.0,0
2015-10-31,5362.026,19
2015-11-01,4637.816,17
2015-11-02,2126.37,11
2015-11-03,2784.163,14
2015-11-04,6693.7480000000005,15
2015-11-05,1694.564,8
2015-11-06,0.0,0
2015-11-07,1302.454,12
2015-11-08,333.576,1
2015-11-09,1574.094,7
2015-11-10,2002.556,12
2015-11-11,7836.978,23
2015-11-12,901.6492,9
2015-11-13,0.0,0
2015-11-14,1034.73,8
2015-11-15,1780.822,8
2015-11-16,1355.9285,10
2015-11-17,11544.274,13
2015-11-18,3406.855,20
2015-11-19,7226.086,13
2015-11-20,907.5600000000001,4
2015-11-21,1249.622,9
2015-11-22,1103.298,8
2015-11-23,1363.28,12
2015-11-24,5572.864,18
2015-11-25,4415.695,16
2015-11-26,1705.99,14
2015-11-27,203.66,2
2015-11-28,2280.83,13
2015-11-29,649.044,5
2015-11-30,219.154,4
2015-12-01,5624.39,12
2015-12-02,1771.808,14
2015-12-03,505.88,2
2015-12-04,129.98,1
2015-12-05,2963.642,16
2015-12-06,1970.978,11
2015-12-07,548.4,4
2015-12-08,1095.12,13
2015-12-09,1522.652,8
2015-12-10,573.336,5
2015-12-11,0.0,0
2015-12-12,4938.4045,9
2015-12-13,293.152,6
2015-12-14,7641.658,9
2015-12-15,1264.466,5
2015-12-16,4065.5950000000003,13
2015-12-17,45.534,2
2015-12-18,0.0,0
2015-12-19,3436.7599999999998,12
2015-12-20,6962.4400000000005,24
2015-12-21,1933.44,4
2015-12-22,798.968,6
2015-12-23,942.108,9
2015-12-24,1950.202,11
2015-12-25,0.0,0
2015-12-26,2041.414,15
2015-12-27,2966.388,16
2015-12-28,2682.326,4
2015-12-29,2072.096,16
2015-12-30,2172.6510000000003,13
2015-12-31,5253.2699999999995,14
2016-01-01,0.0,0
2016-01-02,1932.096,8
2016-01-03,1768.2215999999999,4
2016-01-04,264.46000000000004,3
2016-01-05,295.272,6
2016-01-06,31.538,2
2016-01-07,0.0,0
2016-01-08,0.0,0
2016-01-09,364.07,4
2016-01-10,1018.104,1
2016-01-11,0.0,0
2016-01-12,747.496,5
2016-01-13,622.278,4
2016-01-14,0.0,0
2016-01-15,0.0,0
2016-01-16,0.0,0
2016-01-17,350.384,3
2016-01-18,0.0,0
2016-01-19,301.742,2
2016-01-20,0.0,0
2016-01-21,0.0,0
2016-01-22,0.0,0
2016-01-23,43.66,2
2016-01-24,13.12,1
2016-01-25,0.0,0
2016-01-26,182.72,1
2016-01-27,3573.252,4
2016-01-28,4297.644,1
2016-01-29,0.0,0
2016-01-30,2161.6400000000003,3
2016-01-31,99.26,3
2016-02-01,0.0,0
2016-02-02,0.0,0
2016-02-03,492.836,6
2016-02-04,0.0,0
2016-02-05,0.0,0
2016-02-06,2432.544,9
2016-02-07,324.10999999999996,2
2016-02-08,129.09199999999998,4
2016-02-09,785.5519999999999,5
2016-02-10,77.24,1
2016-02-11,0.0,0
2016-02-12,0.0,0
2016-02-13,0.0,0
2016-02-14,1079.962,7
2016-02-15,1602.38,8
2016-02-16,160.43,3
2016-02-17,0.0,0
2016-02-18,105.844,3
2016-02-19,0.0,0
2016-02-20,316.78000000000003,2
2016-02-21,2591.1,2
2016-02-22,79.36,1
2016-02-23,37.775999999999996,2
2016-02-24,0.0,0
2016-02-25,25.869999999999997,2
2016-02-26,0.0,0
2016-02-27,1159.2710000000002,5
2016-02-28,551.264,2
2016-02-29,0.0,0
2016-03-01,1642.1743999999999,7
2016-03-02,899.5699999999999,3
2016-03-03,0.0,0
2016-03-04,0.0,0
2016-03-05,1969.267,16
2016-03-06,1555.244,2
2016-03-07,807.54,4
2016-03-08,2563.2960000000003,8
2016-03-09,478.008,3
2016-03-10,90.93199999999999,2
2016-03-11,0.0,0
2016-03-12,51.016000000000005,4
2016-03-13,1384.856,3
2016-03-14,707.9000000000001,3
2016-03-15,16.776,1
2016-03-16,7230.209999999999,10
2016-03-17,48.84,2
2016-03-18,0.0,0
2016-03-19,5203.89,11
2016-03-20,102.52000000000001,4
2016-03-21,1270.3790000000001,3
2016-03-22,2481.424,10
2016-03-23,633.302,6
2016-03-24,412.95,3
2016-03-25,0.0,0
2016-03-26,131.16,3
2016-03-27,83.7,1
2016-03-28,243.344,5
2016-03-29,1559.0800000000002,8
2016-03-30,571.224,3
2016-03-31,200.716,3
2016-04-01,0.0,0
2016-04-02,299.22,6
2016-04-03,0.0,0
2016-04-04,1484.598,9
2016-04-05,2974.058,13
2016-04-06,140.004,6
2016-04-07,907.436,5
2016-04-08,0.0,0
2016-04-09,757.992,3
2016-04-10,169.54199999999997,3
2016-04-11,1328.346,7
2016-04-12,0.0,0
2016-04-13,3192.6780000000003,15
2016-04-14,35.208,1
2016-04-15,0.0,0
2016-04-16,4161.972,14
2016-04-17,2745.106,8
2016-04-18,2006.96,18
2016-04-19,329.96,2
2016-04-20,1194.726,5
2016-04-21,893.0899999999999,4
2016-04-22,152.916,2
2016-04-23,0.0,0
2016-04-24,25.99,1
2016-04-25,920.946,7
2016-04-26,2090.1055,10
2016-04-27,2719.59,5
2016-04-28,4044.3619999999996,5
2016-04-29,7.968,1
2016-04-30,1571.695,9
2016-05-01,450.94,7
2016-05-02,167.232,2
2016-05-03,2198.76,13
2016-05-04,1121.362,4
2016-05-05,0.0,0
2016-05-06,0.0,0
2016-05-07,305.622,3
2016-05-08,3981.968,11
2016-05-09,48.81,1
2016-05-10,154.442,3
2016-05-11,191.968,1
2016-05-12,1060.35,8
2016-05-13,238.384,2
2016-05-14,3141.1994999999997,12
2016-05-15,69.908,2
2016-05-16,255.968,1
2016-05-17,47.368,2
2016-05-18,10.86,1
2016-05-19,0.0,0
2016-05-20,169.54399999999998,2
2016-05-21,72.332,3
2016-05-22,3862.0980000000004,4
2016-05-23,1304.956,6
2016-05-24,610.3069999999999,2
2016-05-25,1739.4180000000001,8
2016-05-26,982.5640000000001,8
2016-05-27,0.0,0
2016-05-28,794.146,9
2016-05-29,1119.786,7
2016-05-30,681.1,4
2016-05-31,5178.138,17
2016-06-01,834.1980000000001,7
2016-06-02,0.0,0
2016-06-03,0.0,0
2016-06-04,1192.31,6
2016-06-05,1533.1979999999999,2
2016-06-06,0.0,0
2016-06-07,59.768,4
2016-06-08,145.504,2
2016-06-09,797.116,7
2016-06-10,0.0,0
2016-06-11,3373.5640000000003,13
2016-06-12,174.476,5
2016-06-13,1128.898,10
2016-06-14,51.072,1
2016-06-15,734.144,6
2016-06-16,3443.904,6
2016-06-17,0.0,0
2016-06-18,1883.087,14
2016-06-19,446.346,6
2016-06-20,829.544,4
2016-06-21,107.976,1
2016-06-22,2018.953,3
2016-06-23,836.9580000000001,7
2016-06-24,0.0,0
2016-06-25,857.08,10
2016-06-26,1592.1960000000001,7
2016-06-27,0.0,0
2016-06-28,1126.156,4
2016-06-29,432.92600000000004,4
2016-06-30,0.0,0
2016-07-01,0.0,0
2016-07-02,1631.902,13
2016-07-03,823.982,5
2016-07-04,1138.288,3
2016-07-05,121.646,7
2016-07-06,1379.812,7
2016-07-07,0.0,0
2016-07-08,21.12,1
2016-07-09,1587.114,14
2016-07-10,43.286,2
2016-07-11,1941.952,11
2016-07-12,2052.567,8
2016-07-13,2033.2559999999999,5
2016-07-14,860.9159999999999,4
2016-07-15,0.0,0
2016-07-16,3029.386,7
2016-07-17,448.082,4
2016-07-18,525.72,2
2016-07-19,2.025,1
2016-07-20,2693.168,10
2016-07-21,0.0,0
2016-07-22,0.0,0
2016-07-23,208.272,3
2016-07-24,525.95,4
2016-07-25,2395.024,8
2016-07-26,958.857,6
2016-07-27,29.97,1
2016-07-28,0.0,0
2016-07-29,0.0,0
2016-07-30,443.802,5
2016-07-31,3712.162,5
2016-08-01,1011.696,2
2016-08-02,1290.478,7
2016-08-03,0.0,0
2016-08-04,0.0,0
2016-08-05,72.65,4
2016-08-06,494.86920000000003,5
2016-08-07,968.206,8
2016-08-08,760.1120000000001,6
2016-08-09,4878.392000000001,17
2016-08-10,851.4739999999999,7
2016-08-11,196.112,3
2016-08-12,0.0,0
2016-08-13,586.896,6
2016-08-14,0.0,0
2016-08-15,497.59000000000003,3
2016-08-16,3378.9320000000002,13
2016-08-17,381.64,5
2016-08-18,0.0,0
2016-08-19,0.0,0
2016-08-20,0.0,0
2016-08-21,2827.52,16
2016-08-22,66.632,2
2016-08-23,1202.278,11
2016-08-24,7194.775000000001,14
2016-08-25,178.52599999999998,5
2016-08-26,0.0,0
2016-08-27,639.9739999999999,5
2016-08-28,6491.293,10
2016-08-29,246.5,2
2016-08-30,0.0,0
2016-08-31,2601.797,7
2016-09-01,2367.564,7
2016-09-02,0.0,0
2016-09-03,1874.898,14
2016-09-04,1071.284,7
2016-09-05,934.1030000000001,9
2016-09-06,919.674,9
2016-09-07,2922.667,14
2016-09-08,89.64,3
2016-09-09,0.0,0
2016-09-10,1415.726,9
2016-09-11,1962.13,13
2016-09-12,707.824,9
2016-09-13,2109.42,8
2016-09-14,3262.42,7
2016-09-15,2535.85,14
2016-09-16,31.12,1
2016-09-17,11525.006,23
2016-09-18,3924.32,14
2016-09-19,500.38,6
2016-09-20,1836.052,7
2016-09-21,6982.058,20
2016-09-22,1783.504,11
2016-09-23,0.0,0
2016-09-24,4180.614,18
2016-09-25,3033.757,21
2016-09-26,3722.273,20
2016-09-27,2382.958,10
2016-09-28,1058.364,11
2016-09-29,0.0,0
2016-09-30,0.0,0
2016-10-01,1158.414,6
2016-10-02,1269.266,15
2016-10-03,275.218,6
2016-10-04,505.58,4
2016-10-05,851.092,7
2016-10-06,0.0,0
2016-10-07,0.0,0
2016-10-08,222.12,3
2016-10-09,2133.5350000000003,12
2016-10-10,1855.008,3
2016-10-11,1011.8955,3
2016-10-12,2390.758,11
2016-10-13,371.65999999999997,2
2016-10-14,0.0,0
2016-10-15,3219.554,8
2016-10-16,824.97,1
2016-10-17,77.88,1
2016-10-18,378.494,5
2016-10-19,2135.09,6
2016-10-20,720.086,5
2016-10-21,0.0,0
2016-10-22,15.128,2
2016-10-23,2262.296,15
2016-10-24,831.145,5
2016-10-25,1425.412,6
2016-10-26,1395.333,8
2016-10-27,0.0,0
2016-10-28,104.51,4
2016-10-29,244.24,2
2016-10-30,2122.044,7
2016-10-31,3211.009,17
2016-11-01,3106.1059999999998,12
2016-11-02,5528.551,11
2016-11-03,2800.846,5
2016-11-04,0.0,0
2016-11-05,834.874,8
2016-11-06,11.481,2
2016-11-07,3073.073,14
2016-11-08,12196.997,27
2016-11-09,4620.2919999999995,13
2016-11-10,3536.904,8
2016-11-11,542.178,2
2016-11-12,1127.992,11
2016-11-13,2867.9132,18
2016-11-14,2512.71,13
2016-11-15,702.17,8
2016-11-16,4072.334,12
2016-11-17,3885.986,11
2016-11-18,0.0,0
2016-11-19,1040.784,4
2016-11-20,2861.15,25
2016-11-21,3613.5748,21
2016-11-22,614.499,14
2016-11-23,3450.1879999999996,10
2016-11-24,1218.7640000000001,10
2016-11-25,13.12,1
2016-11-26,1484.0819999999999,6
2016-11-27,3109.7835,17
2016-11-28,1864.482,13
2016-11-29,2760.168,10
2016-11-30,1798.3970000000002,15
2016-12-01,7130.594,14
2016-12-02,0.0,0
2016-12-03,1972.645,12
2016-12-04,5185.814,16
2016-12-05,897.322,12
2016-12-06,6061.502,24
2016-12-07,1338.298,9
2016-12-08,2672.728,6
2016-12-09,34.02,1
2016-12-10,3080.38,20
2016-12-11,1590.894,18
2016-12-12,1448.854,14
2016-12-13,1023.386,9
2016-12-14,488.744,8
2016-12-15,5494.796,9
2016-12-16,4.98,1
2016-12-17,1918.492,12
2016-12-18,935.288,7
2016-12-19,6120.656,14
2016-12-20,1107.464,11
2016-12-21,3257.7599999999998,11
2016-12-22,473.313,3
2016-12-23,194.32,1
2016-12-24,7484.566000000001,19
2016-12-25,4204.968,16
2016-12-26,561.486,4
2016-12-27,5148.4472,22
2016-12-28,79.2,2
2016-12-29,0.0,0
2016-12-30,3251.34,5
2016-12-31,1381.344,11
2017-01-01,0.0,0
2017-01-02,405.91999999999996,2
2017-01-03,2095.83,6
2017-01-04,1069.22,3
2017-01-05,255.904,3
2017-01-06,0.0,0
2017-01-07,83.576,3
2017-01-08,1859.1580000000001,5
2017-01-09,743.0459999999999,3
2017-01-10,174.75,3
2017-01-11,149.444,4
2017-01-12,0.0,0
2017-01-13,0.0,0
2017-01-14,405.344,2
2017-01-15,701.923,8
2017-01-16,102.21799999999999,2
2017-01-17,1040.55,4
2017-01-18,0.0,0
2017-01-19,0.0,0
2017-01-20,0.0,0
2017-01-21,1167.056,2
2017-01-22,917.63,11
2017-01-23,1732.3,4
2017-01-24,31.36,1
2017-01-25,858.712,6
2017-01-26,0.0,0
2017-01-27,0.0,0
2017-01-28,39.68,1
2017-01-29,0.0,0
2017-01-30,3107.316,10
2017-01-31,1601.5539999999999,6
2017-02-01,161.97,2
2017-02-02,8996.784,5
2017-02-03,866.4,1
2017-02-04,197.868,3
2017-02-05,2994.476,15
2017-02-06,132.224,1
2017-02-07,762.142,4
2017-02-08,1369.476,2
2017-02-09,121.83,2
2017-02-10,0.0,0
2017-02-11,69.93,1
2017-02-12,1366.04,2
2017-02-13,146.82,1
2017-02-14,837.921,5
2017-02-15,407.072,2
2017-02-16,1135.638,9
2017-02-17,0.0,0
2017-02-18,0.0,0
2017-02-19,392.65999999999997,5
2017-02-20,16.496,1
2017-02-21,1524.126,11
2017-02-22,983.17,4
2017-02-23,57.576,1
2017-02-24,0.0,0
2017-02-25,46.72,1
2017-02-26,0.0,0
2017-02-27,243.892,3
2017-02-28,147.584,2
2017-03-01,6285.8060000000005,5
2017-03-02,0.0,0
2017-03-03,7264.422,15
2017-03-04,315.45,4
2017-03-05,162.344,2
2017-03-06,811.303,7
2017-03-07,21.072,1
2017-03-08,2190.81,13
2017-03-09,635.6,5
2017-03-10,7879.734,7
2017-03-11,896.0219999999999,6
2017-03-12,1694.6419999999998,7
2017-03-13,8866.882,20
2017-03-14,669.3679999999999,7
2017-03-15,1805.992,5
2017-03-16,0.0,0
2017-03-17,2360.3340000000003,7
2017-03-18,1061.682,2
2017-03-19,138.68,4
2017-03-20,928.311,7
2017-03-21,645.7059999999999,5
2017-03-22,226.46800000000002,2
2017-03-23,0.0,0
2017-03-24,745.774,4
2017-03-25,1346.97,2
2017-03-26,682.246,5
2017-03-27,92.69999999999999,3
2017-03-28,125.30000000000001,3
2017-03-29,2659.339,9
2017-03-30,11.34,1
2017-03-31,640.762,3
2017-04-01,2161.48,17
2017-04-02,1454.9,1
2017-04-03,441.198,4
2017-04-04,970.194,6
2017-04-05,1046.3339999999998,3
2017-04-06,1294.75,1
2017-04-07,1900.3020000000001,4
2017-04-08,2906.404,18
2017-04-09,1115.197,4
2017-04-10,950.594,8
2017-04-11,0.0,0
2017-04-12,1542.53,11
2017-04-13,6.12,1
2017-04-14,1466.572,5
2017-04-15,2201.8559999999998,8
2017-04-16,9335.086000000001,7
2017-04-17,421.08500000000004,5
2017-04-18,2514.538,9
2017-04-19,1414.132,15
2017-04-20,0.0,0
2017-04-21,271.616,6
2017-04-22,1765.4650000000001,10
2017-04-23,720.368,8
2017-04-24,1607.1,5
2017-04-25,108.42,3
2017-04-26,434.646,1
2017-04-27,0.0,0
2017-04-28,486.672,5
2017-04-29,0.0,0
2017-04-30,142.208,3
2017-05-01,517.866,6
2017-05-02,767.316,8
2017-05-03,1099.013,9
2017-05-04,0.0,0
2017-05-05,2701.28,12
2017-05-06,236.96,7
2017-05-07,4835.976,6
2017-05-08,1340.2440000000001,7
2017-05-09,1283.512,12
2017-05-10,763.0200000000001,3
2017-05-11,5.98,1
2017-05-12,918.878,7
2017-05-13,0.0,0
2017-05-14,455.93,9
2017-05-15,648.9119999999999,6
2017-05-16,880.4599999999999,4
2017-05-17,346.922,9
2017-05-18,122.22,2
2017-05-19,1582.008,9
2017-05-20,2471.913,5
2017-05-21,2718.2140000000004,7
2017-05-22,1799.2,8
2017-05-23,10560.978000000001,7
2017-05-24,277.756,3
2017-05-25,1311.97,3
2017-05-26,1975.356,18
2017-05-27,5305.078,7
2017-05-28,2137.324,10
2017-05-29,1063.185,5
2017-05-30,8090.578,25
2017-05-31,438.85900000000004,6
2017-06-01,0.0,0
2017-06-02,157.844,4
2017-06-03,0.0,0
2017-06-04,2316.5229999999997,12
2017-06-05,659.82,8
2017-06-06,5477.352,15
2017-06-07,51.562,4
2017-06-08,0.0,0
2017-06-09,1688.4720000000002,4
2017-06-10,1412.3960000000002,4
2017-06-11,1623.416,8
2017-06-12,2962.563,22
2017-06-13,430.43800000000005,3
2017-06-14,3457.099,10
2017-06-15,173.488,1
2017-06-16,147.27499999999998,3
2017-06-17,3000.92,18
2017-06-18,541.938,4
2017-06-19,17.12,1
2017-06-20,1229.548,17
2017-06-21,577.108,4
2017-06-22,0.0,0
2017-06-23,2475.094,11
2017-06-24,5310.952,6
2017-06-25,893.266,6
2017-06-26,1919.6000000000001,16
2017-06-27,778.7059999999999,3
2017-06-28,877.156,8
2017-06-29,191.88,1
2017-06-30,1352.9499999999998,3
2017-07-01,1724.376,8
2017-07-02,772.786,4
2017-07-03,847.6999999999999,4
2017-07-04,1651.301,7
2017-07-05,0.0,0
2017-07-06,0.0,0
2017-07-07,3882.2309999999998,15
2017-07-08,2616.512,11
2017-07-09,573.286,2
2017-07-10,895.895,5
2017-07-11,0.0,0
2017-07-12,95.76,1
2017-07-13,0.0,0
2017-07-14,2149.96,18
2017-07-15,380.2,3
2017-07-16,910.17,12
2017-07-17,2184.88,17
2017-07-18,2891.858,12
2017-07-19,1536.454,8
2017-07-20,89.95,1
2017-07-21,991.095,9
2017-07-22,1368.048,12
2017-07-23,654.587,10
2017-07-24,326.964,2
2017-07-25,4979.308,14
2017-07-26,0.0,0
2017-07-27,0.0,0
2017-07-28,2033.374,8
2017-07-29,819.154,4
2017-07-30,1770.7759999999998,4
2017-07-31,2174.1580000000004,5
2017-08-01,1124.648,4
2017-08-02,482.584,3
2017-08-03,248.82,2
2017-08-04,497.90999999999997,8
2017-08-05,197.05,1
2017-08-06,320.38800000000003,3
2017-08-07,179.97,1
2017-08-08,1115.204,7
2017-08-09,661.3539999999999,5
2017-08-10,0.0,0
2017-08-11,151.82,3
2017-08-12,3951.9605,7
2017-08-13,731.524,10
2017-08-14,923.688,6
2017-08-15,1680.2659999999998,10
2017-08-16,204.54000000000002,3
2017-08-17,15.712,1
2017-08-18,496.114,6
2017-08-19,448.792,3
2017-08-20,14.78,1
2017-08-21,4225.1179999999995,11
2017-08-22,405.35,8
2017-08-23,4187.348,16
2017-08-24,0.0,0
2017-08-25,0.0,0
2017-08-26,4874.298,20
2017-08-27,767.9110000000001,13
2017-08-28,322.0248,6
2017-08-29,632.188,9
2017-08-30,1656.8700000000001,7
2017-08-31,23.968,1
2017-09-01,5766.152,20
2017-09-02,6792.193,26
2017-09-03,2365.596,13
2017-09-04,1707.812,16
2017-09-05,5226.348,38
2017-09-06,1313.536,8
2017-09-07,0.0,0
2017-09-08,4493.9836000000005,21
2017-09-09,84.992,3
2017-09-10,2094.324,11
2017-09-11,6402.018,16
2017-09-12,2043.792,15
2017-09-13,2374.73,10
2017-09-14,1137.338,3
2017-09-15,2101.1820000000002,7
2017-09-16,425.88599999999997,4
2017-09-17,2043.126,14
2017-09-18,4751.082,15
2017-09-19,3839.312,16
2017-09-20,1232.004,10
2017-09-21,0.0,0
2017-09-22,418.062,11
